"subject","item","response","response_time","ambiguity","group","gap_filling","group_G","gap_filling_G","ambiguity_G"
"Native 12",18,"0",1430,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 12",9,"0",2412,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 12",16,"1",3225,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 12",22,"0",1521,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 12",8,"0",1633,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 12",19,"0",2162,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 12",4,"0",1484,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 13",18,"0",2054,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 13",16,"1",2257,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 13",22,"0",2414,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 13",12,"1",2337,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 13",8,"0",2053,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 13",10,"1",2141,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 13",6,"1",1494,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 13",11,"1",1561,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 13",23,"0",1844,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 13",19,"0",1627,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 13",20,"1",2005,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 13",13,"0",2845,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 13",5,"1",4004,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 13",1,"1",1352,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 13",17,"0",2159,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 13",15,"0",2863,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 13",21,"0",1805,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 13",2,"1",2859,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 13",24,"1",3081,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 13",4,"1",1622,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 13",14,"1",1539,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 13",3,"0",2514,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 13",9,"1",1714,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 13",7,"0",2124,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 14",6,"1",1902,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 14",8,"1",1589,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 14",9,"0",2707,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 14",7,"1",1558,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 14",18,"1",1517,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 14",1,"1",1489,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 14",21,"0",1342,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 14",11,"0",2575,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 14",2,"0",2204,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 14",5,"0",2080,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 14",19,"0",1381,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 14",23,"0",2746,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 14",12,"1",1747,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 14",24,"1",3699,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 14",15,"0",1802,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 14",10,"1",2069,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 14",22,"0",2010,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 14",4,"1",1388,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 14",17,"1",2457,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 14",20,"0",1769,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 14",13,"0",2185,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 14",3,"1",1621,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 14",14,"0",1595,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 14",16,"0",1706,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 15",23,"0",2387,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 15",11,"0",3271,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 15",6,"1",4525,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 15",3,"1",1975,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 15",22,"0",1662,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 15",17,"0",1825,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 15",19,"0",4118,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 15",12,"1",4079,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 15",13,"0",3107,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 15",15,"0",2993,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 15",18,"1",2282,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 15",4,"1",6844,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 15",10,"1",1780,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 15",5,"1",4977,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 15",2,"1",3358,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 15",24,"1",6838,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 15",21,"0",3136,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 15",14,"1",4875,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 15",8,"1",3206,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 15",20,"1",4957,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 15",1,"0",1254,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 15",7,"0",5591,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 15",16,"1",11150,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 15",9,"1",3194,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 16",23,"1",1974,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 16",16,"1",1396,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 16",18,"1",2070,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 16",5,"0",3201,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 16",20,"1",3748,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 16",12,"1",1793,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 16",14,"0",1406,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 16",19,"1",1712,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 16",11,"1",1733,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 16",10,"1",1823,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 16",8,"0",1990,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 16",21,"0",1904,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 16",13,"0",1627,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 16",22,"1",1922,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 16",1,"1",2020,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 16",6,"1",3807,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 16",7,"1",2764,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 16",2,"0",1896,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 16",24,"0",1690,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 16",3,"0",2809,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 16",9,"1",1940,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 16",4,"1",1300,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 16",15,"1",2382,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 16",17,"0",2105,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 17",7,"1",2187,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 17",16,"1",3505,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 17",10,"1",1859,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 17",13,"0",1810,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 17",19,"0",2885,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 17",1,"1",3125,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 17",11,"1",1873,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 17",4,"0",3788,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 17",8,"0",3382,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 17",18,"0",1879,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 17",12,"1",2117,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 17",3,"1",1676,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 17",5,"0",1912,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 17",2,"1",1929,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 17",15,"0",2080,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 17",24,"0",2088,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 17",23,"0",1260,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 17",6,"0",3012,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 17",17,"0",1909,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 17",22,"0",2885,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 17",9,"1",2612,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 17",14,"0",2251,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 17",20,"1",2761,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 17",21,"0",2073,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 18",6,"1",2073,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 18",14,"0",1119,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 18",22,"0",1283,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 18",24,"1",2434,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 18",20,"1",4687,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 18",5,"1",1739,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 18",17,"0",1301,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 18",3,"1",1257,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 18",21,"0",2158,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 18",11,"1",1188,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 18",10,"1",2574,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 18",2,"1",1802,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 18",15,"0",3267,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 18",12,"1",3924,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 18",9,"1",1436,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 18",19,"0",1912,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 18",8,"1",1440,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 18",1,"1",2452,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 18",16,"0",2772,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 18",13,"0",1068,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 18",23,"0",1492,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 18",18,"1",3617,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 18",4,"1",1753,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 18",7,"1",1281,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 19",7,"1",1754,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 19",16,"1",7487,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 19",8,"1",5459,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 19",9,"0",6509,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 19",23,"0",3690,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 19",15,"0",2301,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 19",20,"1",3263,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 19",3,"1",2077,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 19",13,"0",9527,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 19",22,"0",2026,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 19",1,"0",6209,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 19",17,"0",3349,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 19",21,"0",1883,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 19",6,"1",2069,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 19",19,"0",2379,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 19",4,"1",6507,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 19",10,"1",7031,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 19",24,"0",3202,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 19",5,"1",5364,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 19",12,"1",3181,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 19",14,"0",2656,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 19",2,"1",4125,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 19",11,"1",2144,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 19",18,"0",2546,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 20",2,"0",1837,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 20",9,"0",4669,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 20",1,"1",2718,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 20",12,"0",5774,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 20",15,"0",1697,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 20",3,"1",1592,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 20",22,"1",3888,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 20",8,"0",5762,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 20",5,"1",4603,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 20",17,"0",11287,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 20",24,"0",2117,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 20",11,"1",1323,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 20",4,"0",1844,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 20",21,"0",2522,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 20",14,"0",3927,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 20",13,"0",1551,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 20",23,"0",4369,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 20",10,"1",2011,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 20",7,"1",2092,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 20",19,"1",2324,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 20",16,"0",1522,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 20",18,"1",2998,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 20",6,"1",2041,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 20",20,"1",1766,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 21",5,"1",2660,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 21",17,"0",1258,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 21",3,"0",3063,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 21",21,"0",1021,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 21",18,"1",1797,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 21",19,"0",1108,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 21",24,"0",2156,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 21",22,"1",2004,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 21",10,"1",1432,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 21",8,"1",2387,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 21",7,"1",1447,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 21",1,"1",1226,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 21",12,"1",1200,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 21",14,"0",1461,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 21",23,"1",1083,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 21",16,"1",1130,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 21",11,"1",1339,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 21",2,"1",1084,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 21",15,"1",952,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 21",6,"1",1400,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 21",9,"1",1169,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 21",20,"1",1213,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 21",4,"1",1107,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 21",13,"0",1121,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 22",4,"0",2316,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 22",7,"1",3955,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 22",3,"1",3065,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 22",15,"0",3088,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 22",13,"0",2030,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 22",20,"1",4021,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 22",23,"0",2466,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 22",1,"1",2259,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 22",5,"0",7165,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 22",12,"0",1657,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 22",9,"1",1665,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 22",18,"0",2202,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 22",16,"0",4134,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 22",24,"0",1880,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 22",8,"0",6406,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 22",21,"0",2561,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 22",19,"0",2388,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 22",17,"0",2816,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 22",11,"0",3625,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 22",22,"0",2240,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 22",2,"0",3179,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 22",14,"0",1844,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 22",10,"1",2378,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 22",6,"1",3926,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 23",15,"0",2929,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 23",9,"1",3923,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 23",20,"1",2871,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 23",24,"1",1526,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 23",4,"1",3575,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 23",10,"1",2065,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 23",17,"1",1307,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 23",19,"1",1331,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 23",14,"0",2348,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 23",3,"1",4258,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 23",12,"1",6241,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 23",11,"1",1250,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 23",5,"1",1372,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 23",18,"0",3076,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 23",16,"0",1957,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 23",6,"1",2018,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 23",8,"1",3097,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 23",13,"0",1529,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 23",2,"1",1324,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 23",23,"1",3623,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 23",1,"1",1990,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 23",21,"0",1357,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 23",22,"0",3647,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 23",7,"1",1982,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 24",13,"0",1926,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 24",11,"1",1227,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 24",1,"0",1765,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 24",23,"0",2437,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 24",19,"0",1500,-0.5,-0.5,0.5,"Native","Non_Filled_Gap","Unambiguous"
"Native 24",5,"0",4351,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
"Native 24",14,"0",1550,0.5,-0.5,0.5,"Native","Non_Filled_Gap","Ambiguous"
"Native 24",4,"1",2035,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 24",10,"1",2332,0.5,-0.5,-0.5,"Native","Filled_Gap","Ambiguous"
"Native 24",7,"0",1923,-0.5,-0.5,-0.5,"Native","Filled_Gap","Unambiguous"
